3175MX/19,3175MX,19,148.0,AXF,2.0,3.9,MX1
3189MX/19,3189MX,19,31.9,AXF,2.0,3.9,MX1
3525MX/19,3525MX,19,216.6,AXF,2.0,3.9,MX1
4000MX/19,4000MX,19,348.7,AXF,2.0,3.9,MX1
4001MX/19,4001MX,19,71.8,AXF,2.0,3.9,MX1
4002MX/19,4002MX,19,146.8,AXF,2.0,3.9,MX1
4004MX/19,4004MX,19,82.9,AXF,2.0,3.9,MX1
4007MX/19,4007MX,19,62.8,AXF,2.0,3.9,MX1
4008MX/19,4008MX,19,54.5,AXF,2.0,3.9,MX1
8504MX/19,8504MX,19,44.3,AXF,2.6,4.7,MX1
0077MX/19,0077MX,19,38.6,BXF,2.0,3.9,MX1
0079MX/19,0079MX,19,33.2,BXF,2.0,3.9,MX1
0370MX/19,0370MX,19,61.8,BXF,2.0,3.9,MX1
1061MX/19,1061MX,19,29.5,BXF,2.0,3.9,MX1
1094MX/19,1094MX,19,62.3,BXF,2.0,3.9,MX1
1428MX/19,1428MX,19,46.3,BXF,2.0,3.9,MX1
1829MX/19,1829MX,19,51.9,BXF,2.0,3.9,MX1
2364MX/19,2364MX,19,29.1,BXF,1.5,3.0,MX1
3115MX/19,3115MX,19,33.2,BXF,2.0,3.9,MX1
3123MX/19,3123MX,19,38.2,BXF,2.0,3.9,MX1
1417MX/19,1417MX,19,11.4,BYF,1.5,3.0,MX1
2374MX/19,2374MX,19,24.1,BYF,2.0,3.9,MX1
3100MX/19,3100MX,19,63.3,BYF,2.0,3.9,MX1
3176MX/19,3176MX,19,30.6,BYF,2.0,3.9,MX1
417UMX/19,417UMX,19,54.7,C0F,2.7,4.6,MX1
N173MX/19,N173MX,19,14.4,C0M,2.7,4.6,MX1
602653/19,602653,19,0.8,C0S,3.6,4.8,MX1
602762/19,602762,19,0.8,C0S,5.2,9.1,MX1
602764/19,602764,19,0.3,C0S,6.5,9.8,MX1
602766/19,602766,19,0.2,C0S,8.7,13.0,MX1
602768/19,602768,19,0.4,C0S,5.2,10.4,MX1
602770/19,602770,19,0.3,C0S,6.5,9.8,MX1
602779/19,602779,19,0.2,C0S,6.5,13.0,MX1
602784/19,602784,19,0.2,C0S,6.5,13.0,MX1
602785/19,602785,19,0.2,C0S,6.5,13.0,MX1
602787/19,602787,19,0.2,C0S,6.5,13.0,MX1
602792/19,602792,19,0.2,C0S,6.5,13.0,MX1
602795/19,602795,19,0.1,C0S,11.0,13.0,MX1
602796/19,602796,19,0.1,C0S,11.0,13.0,MX1
603480/19,603480,19,0.2,C0S,6.7,8.7,MX1
603481/19,603481,19,0.2,C0S,6.5,13.0,MX1
690021/19,690021,19,8.6,C0S,2.7,4.7,MX1
690022/19,690022,19,0.8,C0S,3.6,4.8,MX1
690023/19,690023,19,7.8,C0S,2.7,4.7,MX1
302A/19,302A,19,5.4,C0S,2.8,4.8,MX1
305A/19,305A,19,5.4,C0S,2.8,4.8,MX1
308A/19,308A,19,3.3,C0S,2.8,4.9,MX1
309A/19,309A,19,1.4,C0S,2.9,4.4,MX1
335A/19,335A,19,2.6,C0S,2.7,4.7,MX1
6124MX/19,6124MX,19,3.9,C0S,2.9,4.7,MX1
6909MX/19,6909MX,19,0.9,C0S,3.3,5.4,MX1
7068MX/19,7068MX,19,1.4,C0S,2.8,4.9,MX1
8655MX/19,8655MX,19,0.3,C0S,3.6,7.3,MX1
I116MX/19,I116MX,19,0.7,C0S,3.0,6.1,MX1
N448MX/19,N448MX,19,0.9,C0S,3.3,5.4,MX1
0032MX/19,0032MX,19,35.6,CXF,2.0,3.9,MX1
0413MX/19,0413MX,19,17.9,CXF,2.7,4.6,MX1
0565MX/19,0565MX,19,34.5,CXF,2.0,3.9,MX1
1155MX/19,1155MX,19,37.1,CXF,2.0,3.9,MX1
602797/19,602797,19,3.8,CYF,4.5,9.8,MX1
605703/19,605703,19,1947.7,CYF,2.6,4.6,MX1
690095/19,690095,19,40.0,CYF,2.7,4.7,MX1
690113/19,690113,19,50.0,CYF,1.3,2.9,MX1
0039MX/19,0039MX,19,11.7,CYF,2.1,3.9,MX1
0064MX/19,0064MX,19,19.4,CYF,1.5,3.0,MX1
0765MX/19,0765MX,19,8.7,CYF,2.7,4.7,MX1
0766MX/19,0766MX,19,8.9,CYF,2.7,4.7,MX1
0767MX/19,0767MX,19,13.1,CYF,2.7,4.6,MX1
0768MX/19,0768MX,19,7.5,CYF,2.7,4.7,MX1
0772MX/19,0772MX,19,7.4,CYF,2.7,4.7,MX1
0773MX/19,0773MX,19,7.5,CYF,2.7,4.7,MX1
0774MX/19,0774MX,19,6.4,CYF,2.6,4.7,MX1
0899MX/19,0899MX,19,13.5,CYF,2.7,4.7,MX1
1412MX/19,1412MX,19,14.0,CYF,2.1,3.9,MX1
1473MX/19,1473MX,19,20.8,CYF,1.5,3.0,MX1
1841MX/19,1841MX,19,33.9,CYF,2.0,3.9,MX1
296A/19,296A,19,48.3,CYF,2.6,4.7,MX1
3146MX/19,3146MX,19,12.6,CYF,2.0,4.0,MX1
3150MX/19,3150MX,19,5.0,CYF,1.5,3.0,MX1
4011MX/19,4011MX,19,40.0,CYF,2.7,4.7,MX1
632AMX/19,632AMX,19,3.2,CYF,2.9,4.8,MX1
6495MX/19,6495MX,19,20.7,CYF,2.7,4.6,MX1
7056MX/19,7056MX,19,40.0,CYF,2.7,4.7,MX1
8796MX/19,8796MX,19,2.9,CYF,2.7,4.8,MX1
9947MX/19,9947MX,19,238.0,CYF,1.3,2.9,MX1
N487MX/19,N487MX,19,44.3,CYF,2.7,4.6,MX1
602774/19,602774,19,1.2,CYM,5.2,8.7,MX1
602775/19,602775,19,1.2,CYM,5.2,8.7,MX1
603828/19,603828,19,51.4,CZF,2.6,4.6,MX1
0770MX/19,0770MX,19,6.6,CZF,2.7,4.7,MX1
8654MX/19,8654MX,19,11.0,CZF,2.7,4.7,MX1
N972MX/19,N972MX,19,6.4,CZF,1.4,3.0,MX1
602190/19,602190,19,4.4,CZM,2.8,4.8,MX1
602760/19,602760,19,1.3,CZM,4.6,8.4,MX1
602772/19,602772,19,1.7,CZM,4.7,10.0,MX1
0771MX/19,0771MX,19,4.3,CZM,2.8,4.9,MX1
8697MX/19,8697MX,19,1.4,CZM,2.9,5.1,MX1
8732MX/19,8732MX,19,1.9,CZM,2.7,4.8,MX1
N262MX/19,N262MX,19,5.2,CZM,2.7,4.8,MX1
303A/19,303A,19,1.2,CZS,3.4,5.2,MX1
314A/19,314A,19,1.4,CZS,2.9,5.1,MX1
8812MX/19,8812MX,19,1.4,CZS,2.8,4.9,MX1
602777/19,602777,19,1.0,ND,0.5,1.0,MX1
602778/19,602778,19,1.0,ND,0.5,1.0,MX1
602794/19,602794,19,1.0,ND,0.5,1.0,MX1
605837/19,605837,19,1.0,ND,0.5,1.0,MX1
310A/19,310A,19,5.0,ND,0.5,1.0,MX1
8375MX/19,8375MX,19,3.0,ND,0.5,1.0,MX1
8583MX/19,8583MX,19,3.0,ND,0.5,1.0,MX1
N263MX/19,N263MX,19,10.0,ND,0.5,1.0,MX1
0065MX/1S,0065MX,1S,113.4,AXF,1.8,3.0,MX3
0085MX/1S,0085MX,1S,646.8,AXF,1.8,3.0,MX3
0364MX/1S,0364MX,1S,46.1,AXF,1.8,3.0,MX3
0366MX/1S,0366MX,1S,116.7,AXF,1.8,3.0,MX3
044KMX/1S,044KMX,1S,107.6,AXF,2.0,4.0,MX3
0831MX/1S,0831MX,1S,96.0,AXF,1.8,3.0,MX3
