MX2,MX1,4000MX,6,HERBALIFE NUMERO 1 SABOR COOKIES & CREAM,3710053542,5710032373,3,284386681,15-oct-19,16-oct-19,1560,1560,D99514F06,22-APR-21,Active,JB Hunt,,MX1
MX2,MX1,3525MX,4,THERMOJETICS BARRA CON PROTEINA SABOR A CHOCOLATE,3710053487,5710032334,2,284136696,11-oct-19,12-oct-19,600,600,LK29580A04,28-jun-20,Active,JB Hunt,,MX1
MX2,MX1,0565MX,5,XTRA-CAL ADVANCED,3710053552,5710032385,36,284737244,16-oct-19,17-oct-19,66,66,B79411B05,03-DEC-20,Active,JB Hunt,,MX1
MX2,MX1,0370MX,9,CELL-U-LOSS,3710053552,5710032385,21,284737244,16-oct-19,17-oct-19,7,7,369593A09,14-jun-21,Active,JB Hunt,,MX1
MX2,MX1,2641MX,7,XTRA SHAKE,3710053552,5710032385,24,284737244,16-oct-19,17-oct-19,48,48,999521B07,29-APR-21,Active,JB Hunt,,MX1
MX2,MX1,0768MX,1,HERBALIFE SKIN SERUM REDUCTOR DE LINEAS DE EXPRESION,3710053487,5710032334,58,284136696,11-oct-19,12-oct-19,18,18,579498F01,30-APR-21,Active,JB Hunt,,MX1
MX2,MX1,600017,26,PRICELIST,3710053558,5710032391,77,284753567,16-oct-19,17-oct-19,1540,,,,,JB Hunt,,MX1
MX2,MX1,2364MX,1,HERBALIFE NUMERO 2 POLVO,3710053487,5710032334,63,284136696,11-oct-19,12-oct-19,38,38,999477A01,15-mar-21,Active,JB Hunt,,MX1
MX2,MX1,0831MX,3,HERBALIFE COLAGENO,3710053503,5710032347,41,284136710,11-oct-19,12-oct-19,12,12,D99624B03,06-AUG-21,Active,JB Hunt,,MX1
MX2,MX1,1829MX,1,PROBIOTIC ADVANTAGE,3710053504,5710032348,14,284136711,11-oct-19,12-oct-19,1,1,B79408A01,10-DEC-20,Active,JB Hunt,,MX1
MX2,MX1,0771MX,3,HERBALIFE SKIN CREMA HIDRATANTE PARA CONTORNO DE OJOS,3710053495,5710032340,48,284136703,11-oct-19,12-oct-19,1,1,579474A03.,12-mar-21,Active,JB Hunt,,MX1
MX2,MX1,0366MX,4,BARRA CON PROTEINA DELUXE SABOR LIMON,3710053496,5710032341,32,284136704,11-oct-19,12-oct-19,12,12,G29577A,26-jun-20,,JB Hunt,,MX1
MX2,MX1,4000MX,6,HERBALIFE NUMERO 1 SABOR COOKIES & CREAM,3710053496,5710032341,4,284136704,11-oct-19,12-oct-19,72,72,D99514A06,19-APR-21,Active,JB Hunt,,MX1
MX2,MX1,4007MX,5,HERBALIFE NUMERO 1 SABOR FRUTAS TROPICALES,3710053496,5710032341,36,284136704,11-oct-19,12-oct-19,24,24,999492G05,01-APR-21,Active,JB Hunt,,MX1
MX2,MX1,0032MX,5,GARLIC PLUS,3710053540,5710032372,24,284386680,15-oct-19,16-oct-19,60,60,229443A05.,11-jul-20,Active,JB Hunt,,MX1
MX2,MX1,0766MX,2,HERBALIFE SKIN LIMPIADOR CITRICO PARA LA PIEL,3710053540,5710032372,49,284386680,15-oct-19,16-oct-19,14,14,579498D02,31-mar-21,Active,JB Hunt,,MX1
MX2,MX1,605703,0,BIODEGRADABLE BAGS,3710053540,5710032372,80,284386680,15-oct-19,16-oct-19,1000,,,,,JB Hunt,,MX1
MX2,MX1,2131MX,1,N-R-G TE SABOR MANZANA VERDE,3710053540,5710032372,40,284386680,15-oct-19,16-oct-19,144,144,D99543B01,15-may-21,Active,JB Hunt,,MX1
MX2,MX1,602762,0,PIN ANIVERSARIO 3 ANO,3710053542,5710032373,91,284386681,15-oct-19,16-oct-19,1,,,,,JB Hunt,,MX1
MX2,MX1,3115MX,8,HERBALIFE NUMERO 2,3710053540,5710032372,8,284386680,15-oct-19,16-oct-19,20,20,229492C08,16-mar-21,Active,JB Hunt,,MX1
MX2,MX1,0039MX,16,PRELOX AZUL,3710053540,5710032372,44,284386680,15-oct-19,16-oct-19,3,3,3.70E+21,23-APR-21,Active,JB Hunt,,MX1
MX2,MX1,0922MX,4,THERMOJETICS CONCENTRADO DE HIERBAS SABOR LIMON  51 G,3710053540,5710032372,3,284386680,15-oct-19,16-oct-19,96,96,D99583M04,14-jun-21,Active,JB Hunt,,MX1
MX2,MX1,N173MX,6,HEALTH ACTIVE LIFE DOOR OPENER CARDS SET OF 41,3710053540,5710032372,70,284386680,15-oct-19,16-oct-19,10,,,,,JB Hunt,,MX1
MX2,MX1,1094MX,9,SCHIZANDRA PLUS,3710053542,5710032373,20,284386681,15-oct-19,16-oct-19,150,150,369502H09,04-mar-21,,JB Hunt,,MX1
MX2,MX1,0767MX,1,HERBALIFE SKIN TONICO CON ALOE ROMERO Y MANZANILLA,3710053542,5710032373,62,284386681,15-oct-19,16-oct-19,48,48,579424F01,31-JAN-21,Active,JB Hunt,,MX1
MX2,MX3,1610MX,0,HERBAL ALOE CONCENTRADO SABOR UVA,3710053590,5710032392,18,284657681,16-oct-19,19-oct-19,324,324,9.99E+05,02-APR-21,Active,,,MX3
MX2,MX3,0413MX,5,HERBAL ALOE GEL CORPORAL CON ALOE,3710053595,5710032403,25,284657688,16-oct-19,19-oct-19,72,72,579514C05,30-APR-21,Active,,,MX3
MX2,MX3,2631MX,2,HERBAL ALOE CONCENTRADO SABOR MANDARINA,3710053595,5710032403,6,284657688,16-oct-19,19-oct-19,300,300,999604C02,22-jul-21,Active,,,MX3
MX2,MX3,N448MX,4,"MAGAZINE ""ESTE ES HERBALIFE""",3710053595,5710032403,87,284657688,16-oct-19,19-oct-19,2,,,,,,,MX3
MX2,MX1,1841MX,4,XTRA-CALCIO ADVANCED,3710053487,5710032334,18,284136696,11-oct-19,12-oct-19,76,76,999494B04,04-APR-21,Active,JB Hunt,,MX1
MX2,MX1,2374MX,0,HERBALIFE PRO SABOR MIEL-LIMON Y JENGIBRE,3710053487,5710032334,43,284136696,11-oct-19,12-oct-19,46,46,999460A00,01-mar-21,Active,JB Hunt,,MX1
MX2,MX1,603828,1,MINIPRINTER THERMAL ROLLS,3710053487,5710032334,73,284136696,11-oct-19,12-oct-19,44,,,,,JB Hunt,,MX1
MX2,MX1,3176MX,18,THERMOJETICS POLVO PARA PREPARAR BATIDO SABOR A CHOCOLATE,3710053501,5710032345,27,284136708,11-oct-19,12-oct-19,14,14,D99568K18,10-jun-21,Active,JB Hunt,,MX1
MX2,MX1,1019MX,20,HERBAL ALOE CONCENTRADO,3710053501,5710032345,1,284136708,11-oct-19,12-oct-19,432,432,999591H20,10-jul-21,,JB Hunt,,MX1
MX2,MX1,0963MX,4,THERMOJETICS CONCENTRADO DE HIERBAS  51 G,3710053496,5710032341,22,284136704,11-oct-19,12-oct-19,24,24,D99530D04,23-APR-21,Active,JB Hunt,,MX1
MX2,MX1,1095MX,7,PROLESSA DUO,3710053545,5710032383,20,284736384,16-oct-19,17-oct-19,72,72,999575C07,13-DEC-20,Active,JB Hunt,,MX1
